ubigeo,departamento,provincia,distrito,ELECTORES_HABIL,TOT_CIUDADANOS_VOTARON,POR_CIUDADANOS_VOTARON,POR_ACTAS_CONTABILIZADAS,POR_ACTAS_PROCESADAS,ACTAS_PROCESADAS,POR_PROCESAR,CONTABILIZA,POR_POR_PROCESAR,N_CANDIDATOS,date_upd,hour_upd,pct_avance
010205,AMAZONAS,BAGUA,IMAZA,16922,12271,72.515,90.625,100,64,0,58,0,0,2021-04-13,11:46,91.0842
010206,AMAZONAS,BAGUA,LA PECA,20427,10314,50.492,93.671,100,79,0,74,0,0,2021-04-13,11:46,91.0842
010301,AMAZONAS,BONGARA,JUMBILLA,863,516,59.791,100,100,3,0,3,0,0,2021-04-13,11:46,91.0842
010302,AMAZONAS,BONGARA,CHISQUILLA,675,498,73.778,100,100,3,0,3,0,0,2021-04-13,11:46,91.0842
010303,AMAZONAS,BONGARA,CHURUJA,622,422,67.846,100,100,3,0,3,0,0,2021-04-13,11:46,91.0842
010304,AMAZONAS,BONGARA,COROSHA,407,293,71.99,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
010305,AMAZONAS,BONGARA,CUISPES,355,236,66.479,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
010306,AMAZONAS,BONGARA,FLORIDA,4510,2823,62.594,100,100,16,0,16,0,0,2021-04-13,11:46,91.0842
010307,AMAZONAS,BONGARA,JAZAN,288,184,63.889,100,100,1,0,1,0,0,2021-04-13,11:46,91.0842
010308,AMAZONAS,BONGARA,RECTA,442,321,72.624,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
010309,AMAZONAS,BONGARA,SAN CARLOS,1102,629,57.078,80,100,5,0,4,0,0,2021-04-13,11:46,91.0842
010310,AMAZONAS,BONGARA,SHIPASBAMBA,872,605,69.381,100,100,3,0,3,0,0,2021-04-13,11:46,91.0842
010311,AMAZONAS,BONGARA,VALERA,4518,2658,58.831,100,100,16,0,16,0,0,2021-04-13,11:46,91.0842
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,5987,3845,64.222,100,100,21,0,21,0,0,2021-04-13,11:46,91.0842
010401,AMAZONAS,CONDORCANQUI,NIEVA,1682,1076,63.971,100,100,6,0,6,0,0,2021-04-13,11:46,91.0842
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,4413,3059,69.318,100,100,15,0,15,0,0,2021-04-13,11:46,91.0842
010403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,1446,454,31.397,100,100,6,0,6,0,0,2021-04-13,11:46,91.0842
010501,AMAZONAS,LUYA,LAMUD,3802,2415,63.519,100,100,13,0,13,0,0,2021-04-13,11:46,91.0842
010502,AMAZONAS,LUYA,CAMPORREDONDO,603,452,74.959,100,100,3,0,3,0,0,2021-04-13,11:46,91.0842
010503,AMAZONAS,LUYA,COCABAMBA,1764,745,42.234,100,100,6,0,6,0,0,2021-04-13,11:46,91.0842
010504,AMAZONAS,LUYA,COLCAMAR,2304,1520,65.972,100,100,8,0,8,0,0,2021-04-13,11:46,91.0842
010505,AMAZONAS,LUYA,CONILA,1355,775,57.196,100,100,5,0,5,0,0,2021-04-13,11:46,91.0842
010506,AMAZONAS,LUYA,INGUILPATA,1365,937,68.645,100,100,5,0,5,0,0,2021-04-13,11:46,91.0842
010507,AMAZONAS,LUYA,LONGUITA,572,326,56.993,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
010508,AMAZONAS,LUYA,LONYA CHICO,1532,1057,68.995,100,100,6,0,6,0,0,2021-04-13,11:46,91.0842
010509,AMAZONAS,LUYA,LUYA,6871,3608,52.511,100,100,26,0,26,0,0,2021-04-13,11:46,91.0842
010510,AMAZONAS,LUYA,LUYA VIEJO,491,326,66.395,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
010511,AMAZONAS,LUYA,MARIA,407,225,55.283,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
010512,AMAZONAS,LUYA,OCALLI,1820,865,47.527,100,100,7,0,7,0,0,2021-04-13,11:46,91.0842
010601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,18791,8256,43.936,98.529,100,68,0,67,0,0,2021-04-13,11:46,91.0842
010602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,6954,3015,43.356,69.444,69.444,25,11,25,30.556,0,2021-04-13,11:46,91.0842
010603,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,7762,3418,44.035,82.353,88.235,30,4,28,11.765,0,2021-04-13,11:46,91.0842
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,38196,25239,66.078,96.296,100,135,0,130,0,0,2021-04-13,11:46,91.0842
010702,AMAZONAS,UTCUBAMBA,CAJARURO,19683,12796,65.01,95.89,100,73,0,70,0,0,2021-04-13,11:46,91.0842
010703,AMAZONAS,UTCUBAMBA,CUMBA,6065,4035,66.529,92,100,25,0,23,0,0,2021-04-13,11:46,91.0842
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,3912,2648,67.689,93.333,100,15,0,14,0,0,2021-04-13,11:46,91.0842
010705,AMAZONAS,UTCUBAMBA,JAMALCA,4473,2828,63.224,84.211,100,19,0,16,0,0,2021-04-13,11:46,91.0842
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,6867,4583,66.739,95.833,100,24,0,23,0,0,2021-04-13,11:46,91.0842
010707,AMAZONAS,UTCUBAMBA,YAMON,2636,1428,54.173,100,100,9,0,9,0,0,2021-04-13,11:46,91.0842
020101,ANCASH,HUARAZ,HUARAZ,50481,37107,73.507,99.425,100,174,0,173,0,0,2021-04-13,11:46,91.0842
020102,ANCASH,HUARAZ,COCHABAMBA,53411,39782,74.483,100,100,180,0,180,0,0,2021-04-13,11:46,91.0842
020103,ANCASH,HUARAZ,COLCABAMBA,1555,634,40.772,100,100,6,0,6,0,0,2021-04-13,11:46,91.0842
020104,ANCASH,HUARAZ,HUANCHAY,282,145,51.418,100,100,1,0,1,0,0,2021-04-13,11:46,91.0842
020105,ANCASH,HUARAZ,INDEPENDENCIA,1671,955,57.151,100,100,7,0,7,0,0,2021-04-13,11:46,91.0842
020106,ANCASH,HUARAZ,JANGAS,4176,3379,80.915,100,100,15,0,15,0,0,2021-04-13,11:46,91.0842
020107,ANCASH,HUARAZ,LA LIBERTAD,1170,735,62.821,100,100,4,0,4,0,0,2021-04-13,11:46,91.0842
020108,ANCASH,HUARAZ,OLLEROS,2601,1907,73.318,100,100,9,0,9,0,0,2021-04-13,11:46,91.0842
020109,ANCASH,HUARAZ,PAMPAS GRANDE,1066,567,53.189,100,100,4,0,4,0,0,2021-04-13,11:46,91.0842
020110,ANCASH,HUARAZ,PARIACOTO,3739,2306,61.674,92.857,100,14,0,13,0,0,2021-04-13,11:46,91.0842
020111,ANCASH,HUARAZ,PIRA,3294,2184,66.302,92.308,100,13,0,12,0,0,2021-04-13,11:46,91.0842
020112,ANCASH,HUARAZ,TARICA,4780,3811,79.728,94.737,100,19,0,18,0,0,2021-04-13,11:46,91.0842
020201,ANCASH,AIJA,AIJA,1587,945,59.546,100,100,6,0,6,0,0,2021-04-13,11:46,91.0842
020203,ANCASH,AIJA,HUACLLAN,1421,791,55.665,100,100,5,0,5,0,0,2021-04-13,11:46,91.0842
020205,ANCASH,AIJA,SUCCHA,389,251,64.524,100,100,2,0,2,0,0,2021-04-13,11:46,91.0842
020301,ANCASH,ANTONIO RAIMONDI,LLAMELLIN,3095,1796,58.029,100,100,11,0,11,0,0,2021-04-13,12:16,91.0945
020302,ANCASH,ANTONIO RAIMONDI,ACZO,229,115,50.218,100,100,1,0,1,0,0,2021-04-13,12:16,91.0945
020304,ANCASH,ANTONIO RAIMONDI,CHINGAS,1723,1162,67.441,100,100,6,0,6,0,0,2021-04-13,12:16,91.0945
020305,ANCASH,ANTONIO RAIMONDI,MIRGAS,1427,972,68.115,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
020401,ANCASH,ASUNCION,CHACAS,11656,8774,75.275,97.561,100,41,0,40,0,0,2021-04-13,12:16,91.0945
020402,ANCASH,ASUNCION,ACOCHACA,2011,1544,76.778,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
020501,ANCASH,BOLOGNESI,CHIQUIAN,25359,17822,70.279,98.851,100,87,0,86,0,0,2021-04-13,12:16,91.0945
020502,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,3636,2498,68.702,100,100,13,0,13,0,0,2021-04-13,12:16,91.0945
020503,ANCASH,BOLOGNESI,ANTONIO RAIMONDI,1703,1296,76.101,85.714,100,7,0,6,0,0,2021-04-13,12:16,91.0945
020505,ANCASH,BOLOGNESI,CAJACAY,6163,4176,67.759,100,100,21,0,21,0,0,2021-04-13,12:16,91.0945
020601,ANCASH,CARHUAZ,CARHUAZ,1167,745,63.839,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
020602,ANCASH,CARHUAZ,ACOPAMPA,341,205,60.117,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
020603,ANCASH,CARHUAZ,AMASHCA,384,229,59.635,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
020604,ANCASH,CARHUAZ,ANTA,2041,1284,62.91,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
020605,ANCASH,CARHUAZ,ATAQUERO,839,410,48.868,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
020606,ANCASH,CARHUAZ,MARCARA,608,346,56.908,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
020607,ANCASH,CARHUAZ,PARIAHUANCA,308,217,70.455,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
020701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,18479,13517,73.148,100,100,62,0,62,0,0,2021-04-13,12:16,91.0945
020702,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,928,428,46.121,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
020703,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,1188,769,64.731,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
020801,ANCASH,CASMA,CASMA,5742,3980,69.314,90.909,100,22,0,20,0,0,2021-04-13,12:16,91.0945
020802,ANCASH,CASMA,BUENA VISTA ALTA,2814,2002,71.144,90.909,100,11,0,10,0,0,2021-04-13,12:16,91.0945
020803,ANCASH,CASMA,COMANDANTE NOEL,6243,4091,65.529,100,100,21,0,21,0,0,2021-04-13,12:16,91.0945
020804,ANCASH,CASMA,YAUTAN,2028,1169,57.643,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
020901,ANCASH,CORONGO,CORONGO,2191,1530,69.831,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
020902,ANCASH,CORONGO,ACO,2995,2135,71.285,100,100,11,0,11,0,0,2021-04-13,12:16,91.0945
020903,ANCASH,CORONGO,BAMBAS,2255,1649,73.126,100,100,9,0,9,0,0,2021-04-13,12:16,91.0945
020904,ANCASH,CORONGO,CUSCA,1370,757,55.255,83.333,100,6,0,5,0,0,2021-04-13,12:16,91.0945
020905,ANCASH,CORONGO,LA PAMPA,931,574,61.654,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
020906,ANCASH,CORONGO,YANAC,4416,3090,69.973,100,100,16,0,16,0,0,2021-04-13,12:16,91.0945
020907,ANCASH,CORONGO,YUPAN,759,554,72.991,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021001,ANCASH,HUARI,HUARI,1967,1183,60.142,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
021002,ANCASH,HUARI,ANRA,817,449,54.957,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021003,ANCASH,HUARI,CAJAY,5153,2647,51.368,95,100,20,0,19,0,0,2021-04-13,12:16,91.0945
021004,ANCASH,HUARI,CHAVIN DE HUANTAR,425,273,64.235,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
021005,ANCASH,HUARI,HUACACHI,725,429,59.172,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021006,ANCASH,HUARI,HUACCHIS,461,228,49.458,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
021007,ANCASH,HUARI,HUACHIS,444,324,72.973,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
021008,ANCASH,HUARI,HUANTAR,1636,1024,62.592,85.714,100,7,0,6,0,0,2021-04-13,12:16,91.0945
021009,ANCASH,HUARI,MASIN,2974,1616,54.338,100,100,11,0,11,0,0,2021-04-13,12:16,91.0945
021010,ANCASH,HUARI,PAUCAS,748,495,66.176,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021011,ANCASH,HUARI,PONTO,1983,1216,61.321,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
021101,ANCASH,HUARMEY,HUARMEY,9905,7140,72.085,100,100,35,0,35,0,0,2021-04-13,12:16,91.0945
021102,ANCASH,HUARMEY,COCHAPETI,2660,1991,74.85,100,100,10,0,10,0,0,2021-04-13,12:16,91.0945
021103,ANCASH,HUARMEY,CULEBRAS,4671,2941,62.963,100,100,18,0,18,0,0,2021-04-13,12:16,91.0945
021104,ANCASH,HUARMEY,HUAYAN,1657,1146,69.161,100,100,6,0,6,0,0,2021-04-13,12:16,91.0945
021201,ANCASH,HUAYLAS,CARAZ,4619,3142,68.023,100,100,17,0,17,0,0,2021-04-13,12:16,91.0945
021202,ANCASH,HUAYLAS,HUALLANCA,502,281,55.976,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
021203,ANCASH,HUAYLAS,HUATA,728,344,47.253,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021204,ANCASH,HUAYLAS,HUAYLAS,960,532,55.417,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
021205,ANCASH,HUAYLAS,MATO,860,507,58.953,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
021206,ANCASH,HUAYLAS,PAMPAROMAS,1226,607,49.511,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021207,ANCASH,HUAYLAS,PUEBLO LIBRE,487,244,50.103,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
021208,ANCASH,HUAYLAS,SANTA CRUZ,2271,1497,65.918,100,100,9,0,9,0,0,2021-04-13,12:16,91.0945
021209,ANCASH,HUAYLAS,SANTO TORIBIO,875,592,67.657,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021210,ANCASH,HUAYLAS,YURACMARCA,3511,2534,72.173,100,100,12,0,12,0,0,2021-04-13,12:16,91.0945
021301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,178265,125538,70.422,98.355,100,608,0,598,0,0,2021-04-13,12:16,91.0945
021302,ANCASH,MARISCAL LUZURIAGA,CASCA,4188,2221,53.032,100,100,14,0,14,0,0,2021-04-13,12:16,91.0945
021303,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,2739,1669,60.935,91.667,100,12,0,11,0,0,2021-04-13,12:16,91.0945
021304,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,6800,4622,67.971,100,100,23,0,23,0,0,2021-04-13,12:16,91.0945
021305,ANCASH,MARISCAL LUZURIAGA,LLAMA,10810,7564,69.972,97.368,100,38,0,37,0,0,2021-04-13,12:16,91.0945
021306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,3733,2750,73.667,100,100,13,0,13,0,0,2021-04-13,12:16,91.0945
021307,ANCASH,MARISCAL LUZURIAGA,LUCMA,23814,17558,73.73,98.765,100,81,0,80,0,0,2021-04-13,12:16,91.0945
021308,ANCASH,MARISCAL LUZURIAGA,MUSGA,12266,8960,73.047,95.349,100,43,0,41,0,0,2021-04-13,12:16,91.0945
021401,ANCASH,OCROS,OCROS,3736,2220,59.422,100,100,13,0,13,0,0,2021-04-13,12:16,91.0945
021402,ANCASH,OCROS,ACAS,452,217,48.009,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
021403,ANCASH,OCROS,CAJAMARQUILLA,779,447,57.381,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021404,ANCASH,OCROS,CARHUAPAMPA,2772,1651,59.56,100,100,10,0,10,0,0,2021-04-13,12:16,91.0945
021405,ANCASH,OCROS,COCHAS,1850,1013,54.757,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
021406,ANCASH,OCROS,CONGAS,1275,839,65.804,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021407,ANCASH,OCROS,LLIPA,1229,738,60.049,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021408,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,1925,1191,61.87,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
021409,ANCASH,OCROS,SAN PEDRO,2326,1253,53.869,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
021410,ANCASH,OCROS,SANTIAGO DE CHILCAS,5324,3525,66.21,100,100,20,0,20,0,0,2021-04-13,12:16,91.0945
021501,ANCASH,PALLASCA,CABANA,16126,11919,73.912,98.276,100,58,0,57,0,0,2021-04-13,12:16,91.0945
021502,ANCASH,PALLASCA,BOLOGNESI,1371,1005,73.304,83.333,100,6,0,5,0,0,2021-04-13,12:16,91.0945
021503,ANCASH,PALLASCA,CONCHUCOS,5552,4020,72.406,95.238,100,21,0,20,0,0,2021-04-13,12:16,91.0945
021504,ANCASH,PALLASCA,HUACASCHUQUE,1389,1103,79.41,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021505,ANCASH,PALLASCA,HUANDOVAL,8483,6072,71.578,88.571,100,35,0,31,0,0,2021-04-13,12:16,91.0945
021506,ANCASH,PALLASCA,LACABAMBA,2545,1906,74.892,100,100,9,0,9,0,0,2021-04-13,12:16,91.0945
021507,ANCASH,PALLASCA,LLAPO,1828,1235,67.56,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
021508,ANCASH,PALLASCA,PALLASCA,4839,3087,63.794,100,100,17,0,17,0,0,2021-04-13,12:16,91.0945
021601,ANCASH,POMABAMBA,POMABAMBA,2164,1317,60.86,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
021602,ANCASH,POMABAMBA,HUAYLLAN,1508,898,59.549,100,100,6,0,6,0,0,2021-04-13,12:16,91.0945
021603,ANCASH,POMABAMBA,PAROBAMBA,1284,722,56.231,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021604,ANCASH,POMABAMBA,QUINUABAMBA,1393,931,66.834,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
021701,ANCASH,RECUAY,RECUAY,7265,4774,65.712,92.857,100,28,0,26,0,0,2021-04-13,12:16,91.0945
021702,ANCASH,RECUAY,CATAC,3515,2198,62.532,100,100,13,0,13,0,0,2021-04-13,12:16,91.0945
021703,ANCASH,RECUAY,COTAPARACO,2636,1638,62.14,100,100,10,0,10,0,0,2021-04-13,12:16,91.0945
021801,ANCASH,SANTA,CHIMBOTE,3379,2358,69.784,100,100,12,0,12,0,0,2021-04-13,12:16,91.0945
021802,ANCASH,SANTA,CACERES DEL PERU,2308,1418,61.438,88.889,100,9,0,8,0,0,2021-04-13,12:16,91.0945
021901,ANCASH,SIHUAS,SIHUAS,18780,13146,70,96.923,100,65,0,63,0,0,2021-04-13,12:16,91.0945
021902,ANCASH,SIHUAS,ACOBAMBA,784,471,60.077,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
021903,ANCASH,SIHUAS,ALFONSO UGARTE,749,429,57.276,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021904,ANCASH,SIHUAS,CASHAPAMPA,773,382,49.418,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
021905,ANCASH,SIHUAS,CHINGALPO,1686,1206,71.53,85.714,100,7,0,6,0,0,2021-04-13,12:16,91.0945
022001,ANCASH,YUNGAY,YUNGAY,322,122,37.888,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
022002,ANCASH,YUNGAY,CASCAPARA,146,83,56.849,100,100,1,0,1,0,0,2021-04-13,12:16,91.0945
022003,ANCASH,YUNGAY,MANCOS,406,242,59.606,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
022004,ANCASH,YUNGAY,MATACOTO,1092,662,60.623,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
022005,ANCASH,YUNGAY,QUILLO,834,443,53.118,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
022006,ANCASH,YUNGAY,RANRAHIRCA,208,117,56.25,100,100,1,0,1,0,0,2021-04-13,12:16,91.0945
022007,ANCASH,YUNGAY,SHUPLUY,940,530,56.383,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
022008,ANCASH,YUNGAY,YANAMA,475,196,41.263,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
030101,APURIMAC,ABANCAY,ABANCAY,46250,34894,75.446,98.182,100,165,0,162,0,0,2021-04-13,12:16,91.0945
030102,APURIMAC,ABANCAY,CHACOCHE,2638,1735,65.77,100,100,10,0,10,0,0,2021-04-13,12:16,91.0945
030103,APURIMAC,ABANCAY,CIRCA,11812,8710,73.739,97.619,100,42,0,41,0,0,2021-04-13,12:16,91.0945
030104,APURIMAC,ABANCAY,CURAHUASI,1101,742,67.393,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
030105,APURIMAC,ABANCAY,HUANIPACA,3310,1868,56.435,100,100,12,0,12,0,0,2021-04-13,12:16,91.0945
030106,APURIMAC,ABANCAY,LAMBRAMA,3436,2033,59.168,100,100,13,0,13,0,0,2021-04-13,12:16,91.0945
030107,APURIMAC,ABANCAY,PICHIRHUA,3221,2228,69.171,92.308,100,13,0,12,0,0,2021-04-13,12:16,91.0945
030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,2087,1453,69.621,87.5,100,8,0,7,0,0,2021-04-13,12:16,91.0945
030109,APURIMAC,ABANCAY,TAMBURCO,6913,5444,78.75,100,100,24,0,24,0,0,2021-04-13,12:16,91.0945
030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,2441,1799,73.699,90,100,10,0,9,0,0,2021-04-13,12:16,91.0945
030202,APURIMAC,ANDAHUAYLAS,ANDARAPA,514,355,69.066,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
030203,APURIMAC,ANDAHUAYLAS,CHIARA,993,733,73.817,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
030204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,639,454,71.049,100,100,3,0,3,0,0,2021-04-13,12:16,91.0945
030205,APURIMAC,ANDAHUAYLAS,HUANCARAY,2652,1717,64.744,100,100,10,0,10,0,0,2021-04-13,12:16,91.0945
030206,APURIMAC,ANDAHUAYLAS,HUAYANA,1784,1097,61.491,100,100,8,0,8,0,0,2021-04-13,12:16,91.0945
030207,APURIMAC,ANDAHUAYLAS,KISHUARA,515,349,67.767,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
030208,APURIMAC,ANDAHUAYLAS,PACOBAMBA,1489,1035,69.51,100,100,5,0,5,0,0,2021-04-13,12:16,91.0945
030209,APURIMAC,ANDAHUAYLAS,PACUCHA,1044,683,65.421,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
030210,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,936,598,63.889,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
030211,APURIMAC,ANDAHUAYLAS,POMACOCHA,584,414,70.89,100,100,2,0,2,0,0,2021-04-13,12:16,91.0945
030212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,1845,1220,66.125,100,100,7,0,7,0,0,2021-04-13,12:16,91.0945
030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,2285,1567,68.578,100,100,9,0,9,0,0,2021-04-13,12:16,91.0945
030214,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,1189,738,62.069,100,100,4,0,4,0,0,2021-04-13,12:16,91.0945
